,Adsorption Energy,Bulk ICOHP,Oxidation State,Metal Symbol,Outer Electrons,Adsorbate,Bulk File,Psi,O 2p-center,predicted COHP,row,p ICOHP,Surface Oxidation State
25,2.829380289999989,-5.904739999999999,4,Fe,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/04_FeO2/no_sym/ICOHPLIST.lobster,(10.095527709415736+0j),0.0,-6.124607749420603,3d,0.0,3.333
26,2.6927513499999947,-5.904739999999999,4,Fe,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/04_FeO2/no_sym/ICOHPLIST.lobster,(10.095527709415736+0j),0.0,-6.124607749420603,3d,0.0,4.0
27,2.5656269099999918,-6.651840000000001,5,Fe,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/03_Fe2O5/no_sym/ICOHPLIST.lobster,(8.998156254634194+0j),0.0,-6.2931121204229274,3d,0.0,4.0
28,2.3090853399999958,-6.651840000000001,5,Fe,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/03_Fe2O5/no_sym/ICOHPLIST.lobster,(8.998156254634194+0j),0.0,-6.2931121204229274,3d,0.0,5.0
29,2.7615905899999973,-1.7468,2,Fe,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+2/05_FeO/no_sym/ICOHPLIST.lobster,(11.873138360360416+0j),0.0,-1.8871065404430096,3d,0.0,1.93
30,2.0772332200000108,-4.665700000000001,3,Mn,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/04_Mn2O3/no_sym/ICOHPLIST.lobster,(10.436452563236141+0j),0.0,-4.59699357652401,3d,0.0,2.833
31,2.560086460000008,-7.554480000000002,4,Mn,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/03_MnO2/no_sym/ICOHPLIST.lobster,(9.302022995835172+0j),0.0,-7.403260277949752,3d,0.0,3.333
32,2.5357858299999805,-7.554480000000002,4,Mn,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/03_MnO2/no_sym/ICOHPLIST.lobster,(9.302022995835172+0j),0.0,-7.403260277949752,3d,0.0,4.0
33,2.4674729299999854,-8.33383,5,Mn,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/02_Mn2O5/no_sym/ICOHPLIST.lobster,(7.909352022848464+0j),0.0,-7.964374777941395,3d,0.0,4.0
34,2.39480863,-8.33383,5,Mn,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/02_Mn2O5/no_sym/ICOHPLIST.lobster,(7.909352022848464+0j),0.0,-7.964374777941395,3d,0.0,5.0
35,3.5622481799999974,-8.603670000000001,6,Mn,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+6/MnO3/no_sym/ICOHPLIST.lobster,(5.994167945696973+0j),0.0,-9.311102553917697,3d,0.0,5.0
36,2.6051768549999963,-1.81451,2,Mn,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+2/04_MnO/no_sym/ICOHPLIST.lobster,(11.410821419150508+0j),0.0,-1.996063521330075,3d,0.0,1.93
37,1.5114246699999967,-6.3877700000000015,3,Cr,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/03_Cr2O3/no_sym/ICOHPLIST.lobster,(9.175339249232014+0j),0.0,-6.392772466462505,3d,0.0,2.833
38,2.1083894399999963,-8.93889,4,Cr,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/02_CrO2/no_sym/ICOHPLIST.lobster,(7.80163498668264+0j),0.0,-8.845661671024871,3d,0.0,3.333
39,2.0773515099999997,-8.93889,4,Cr,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/02_CrO2/no_sym/ICOHPLIST.lobster,(7.80163498668264+0j),0.0,-8.845661671024871,3d,0.0,4.0
40,1.8077712900000051,-10.64273,5,Cr,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/01_Cr2O5/no_sym/ICOHPLIST.lobster,(5.9125336975910034+0j),0.0,-10.50377316082698,3d,0.0,4.0
41,1.7636050600000033,-10.64273,5,Cr,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/01_Cr2O5/no_sym/ICOHPLIST.lobster,(5.9125336975910034+0j),0.0,-10.50377316082698,3d,0.0,5.0
42,0.9577425200000107,-6.703529999999999,3,V,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/02_V2O3/no_sym/ICOHPLIST.lobster,(7.830143548033811+0j),0.0,-6.6590763276989975,3d,0.0,2.833
43,1.7650759999999934,-10.017710000000001,4,V,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/01_VO2/no_sym/ICOHPLIST.lobster,(5.934139146954678+0j),0.0,-9.681273520795067,3d,0.0,3.333
44,1.483161420000016,-10.017710000000001,4,V,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/01_VO2/no_sym/ICOHPLIST.lobster,(5.934139146954678+0j),0.0,-9.681273520795067,3d,0.0,4.0
45,1.152101359999989,-13.184160000000002,5,V,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/00_V2O5/no_sym/ICOHPLIST.lobster,0j,0.0,-13.133151358382179,3d,0.0,4.0
46,2.492579290000009,-13.184160000000002,5,V,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/00_V2O5/no_sym/ICOHPLIST.lobster,0j,0.0,-13.133151358382179,3d,0.0,5.0
47,1.254314094999998,-3.9185,2,V,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+2/02_VO/no_sym/ICOHPLIST.lobster,(9.208867570199484+0j),0.0,-4.121262795099786,3d,0.0,1.93
48,0.3500713799999744,-7.74845,3,Ti,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/01_Ti2O3/no_sym/ICOHPLIST.lobster,(6.001932437987127+0j),0.0,-7.6690946333376075,3d,0.0,2.833
49,2.828460150000012,-10.47232,4,Ti,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/00_TiO2/no_sym/ICOHPLIST.lobster,0j,0.0,-10.165331972364124,3d,0.0,3.333
50,2.67552083999999,-10.47232,4,Ti,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/00_TiO2/no_sym/ICOHPLIST.lobster,0j,0.0,-10.165331972364124,3d,0.0,4.0
51,1.6540591099999915,-10.66336,5,Ti,-1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/0-1_Ti2O5/no_sym/ICOHPLIST.lobster,(1.8546991224282825+5.708176955510914j),0.0,-10.748524154745091,3d,0.0,4.0
52,1.3678962900000045,-4.456509999999999,2,Ti,2,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+2/01_TiO/no_sym/ICOHPLIST.lobster,(7.919597331848456+0j),0.0,-4.681901626638898,3d,0.0,1.93
53,2.9070711900000106,-8.26644,3,Sc,0,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/00_Sc2O3/no_sym/ICOHPLIST.lobster,0j,0.0,-7.652938930387884,3d,0.0,2.833
54,2.2519311450000004,-6.031929999999999,2,Sc,1,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+2/00_ScO/no_sym/ICOHPLIST.lobster,(6.153007789387265+0j),0.0,-5.667420853238757,3d,0.0,1.93
55,3.0335670599999958,-0.09076,4,Sn,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/10_SnO2/no_sym/ICOHPLIST.lobster,(14.36627026368095+0j),0.0,-0.10555725481307071,4d,-4.756832500000001,3.333
56,2.865450150000001,-0.09076,4,Sn,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/10_SnO2/no_sym/ICOHPLIST.lobster,(14.36627026368095+0j),0.0,-0.10555725481307071,4d,-4.756832500000001,4.0
57,2.8722497799999758,-1.21795,5,Sn,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/09_Sn2O5/no_sym/ICOHPLIST.lobster,(13.77339606218517+0j),0.0,-0.11994758017596674,4d,-3.752534,4.0
58,2.3642008400000236,-0.09899,3,In,10,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/10_In2O3/no_sym/ICOHPLIST.lobster,(14.64573750728753+0j),0.0,-0.18175317737647606,4d,-4.707586666666666,2.833
59,2.7239276300000057,-0.23858999999999997,4,In,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/09_InO2/no_sym/ICOHPLIST.lobster,(14.04133011618468+0j),0.0,-0.22249582136412716,4d,-3.9672074999999998,3.333
60,2.5818459999999988,-0.23858999999999997,4,In,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/09_InO2/no_sym/ICOHPLIST.lobster,(14.04133011618468+0j),0.0,-0.22249582136412716,4d,-3.9672074999999998,4.0
61,2.5030646799999943,-1.1711,5,In,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/08_In2O5/no_sym/ICOHPLIST.lobster,(13.395139502568227+0j),0.0,-0.18545930516774412,4d,-3.097802,4.0
62,2.3117835999999983,-0.6726500000000001,3,Cd,9,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/09_Cd2O3/no_sym/ICOHPLIST.lobster,(14.187795153613257+0j),0.0,-0.6623181073029977,4d,0.0,2.833
63,2.7678740899999923,-0.9433899999999998,4,Cd,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0.0,-0.836461985697239,4d,0.0,3.333
64,2.6277457999999996,-0.9433899999999998,4,Cd,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0.0,-0.836461985697239,4d,0.0,4.0
65,2.6410893000000044,-2.76495,3,Ag,8,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/08_Ag2O3/no_sym/ICOHPLIST.lobster,(13.180132600308918+0j),0.0,-2.708304022052502,4d,0.0,2.833
66,2.6879158400000023,-4.50692,4,Ag,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0.0,-4.473457455419687,4d,0.0,3.333
67,2.6885677199999947,-4.50692,4,Ag,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0.0,-4.473457455419687,4d,0.0,4.0
68,2.664417549999996,-4.8378000000000005,3,Pd,7,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/07_Pd2O3/no_sym/ICOHPLIST.lobster,(12.171663195331568+0j),0.0,-4.667509048611598,4d,0.0,2.833
69,3.234663189999992,-6.88842,4,Pd,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0.0,-7.112534594856812,4d,0.0,3.333
70,2.284126040000004,-6.88842,4,Pd,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0.0,-7.112534594856812,4d,0.0,4.0
71,2.219220059999998,-7.88231,5,Pd,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0.0,-7.732199095973616,4d,0.0,4.0
72,2.532537110000021,-7.88231,5,Pd,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0.0,-7.732199095973616,4d,0.0,5.0
73,1.9937915500000258,-6.9806,3,Rh,6,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/06_Rh2O3/no_sym/ICOHPLIST.lobster,(11.362366073853737+0j),0.0,-6.945602564867092,4d,0.0,2.833
74,2.079290070000013,-9.27622,4,Rh,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0.0,-9.543287492885206,4d,0.0,3.333
75,2.076693000000006,-9.27622,4,Rh,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0.0,-9.543287492885206,4d,0.0,4.0
76,2.27120678,-10.815840000000001,5,Rh,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0.0,-10.58218229810651,4d,0.0,4.0
77,1.940246959999996,-10.815840000000001,5,Rh,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0.0,-10.58218229810651,4d,0.0,5.0
78,2.0303748900000045,-12.312399999999998,6,Rh,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+6/RhO3/no_sym/ICOHPLIST.lobster,(8.611063246447909+0j),0.0,-13.145209413015879,4d,0.0,5.0
79,0.9939813799999797,-8.053,3,Ru,5,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+3/05_Ru2O3/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0.0,-8.164359895921669,4d,0.0,2.833
80,1.4574450499999898,-11.043759999999999,4,Ru,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0.0,-10.909525952130942,4d,0.0,3.333
81,1.414693849999992,-11.043759999999999,4,Ru,4,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0.0,-10.909525952130942,4d,0.0,4.0
82,1.331252869999986,-13.115309999999997,5,Ru,3,O-OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3/../DFT_Data/bulk_data/+5/03_Ru2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0.0,-12.904230102695752,4d,0.0,4.0
